date,dogecoin_count,dogecoin_polarity,dogecoin_subjectivity,dogecoin_polarity_zeros,dogecoin_subjectivity_zeros
2021-02-19,11585,0.21459934936034905,0.5291534256375411,0.21459934936034905,0.5291534256375411
2021-02-20,14020,0.20629083009870033,0.5302642625374109,0.20629083009870033,0.5302642625374109
2021-02-21,12619,0.21033232628748144,0.5356316115524805,0.21033232628748144,0.5356316115524805
2021-02-22,10981,0.22108412317533857,0.5322266488177155,0.22108412317533857,0.5322266488177155
2021-02-23,8721,0.21372360034169383,0.5324278739266838,0.21372360034169383,0.5324278739266838
2021-02-24,14023,0.22094756822906583,0.5394167784070438,0.22094756822906583,0.5394167784070438
2021-02-25,10153,0.22231016705465517,0.5376555323185509,0.22231016705465517,0.5376555323185509
2021-02-26,8068,0.22567532711010296,0.5404748042398076,0.22567532711010296,0.5404748042398076
2021-02-27,7890,0.2829820804672519,0.5472427395940138,0.2829820804672519,0.5472427395940138
2021-02-28,8191,0.2670880619748212,0.5374772918120814,0.2670880619748212,0.5374772918120814
2021-03-01,8921,0.25883034854868847,0.5506317616060038,0.25883034854868847,0.5506317616060038
2021-03-02,8693,0.23363082100724128,0.5356982602202451,0.23363082100724128,0.5356982602202451
2021-03-03,6623,0.24467399054615072,0.5435528117756783,0.24467399054615072,0.5435528117756783
2021-03-04,7070,0.2632445976687078,0.5543136142124858,0.2632445976687078,0.5543136142124858
2021-03-05,6584,0.23742133970351764,0.5460377365263339,0.23742133970351764,0.5460377365263339
2021-03-06,10406,0.2862979160076425,0.5832872348809134,0.2862979160076425,0.5832872348809134
2021-03-07,8257,0.27575825664718534,0.5645046304724941,0.27575825664718534,0.5645046304724941
2021-03-08,16710,0.30470692187356774,0.6014151155539477,0.30470692187356774,0.6014151155539477
2021-03-09,10919,0.3017057743354697,0.5943501722193615,0.3017057743354697,0.5943501722193615
2021-03-10,7628,0.28959598924879326,0.5669906977033345,0.28959598924879326,0.5669906977033345
2021-03-11,7810,0.26395714984624175,0.5425662186119973,0.26395714984624175,0.5425662186119973
2021-03-12,7261,0.25083314902405207,0.5500501259574649,0.25083314902405207,0.5500501259574649
2021-03-13,11460,0.22789750431529124,0.5235359802821564,0.22789750431529124,0.5235359802821564
2021-03-14,15205,0.2594872460753502,0.5475815724753771,0.2594872460753502,0.5475815724753771
2021-03-15,8684,0.25017910179409797,0.5594403599435803,0.25017910179409797,0.5594403599435803
2021-03-16,8959,0.28366891433435343,0.5393966064118177,0.28366891433435343,0.5393966064118177
2021-03-17,8429,0.27421586414966653,0.5443685514609723,0.27421586414966653,0.5443685514609723
2021-03-18,7429,0.24154923931284583,0.5476089002987112,0.24154923931284583,0.5476089002987112
2021-03-19,7382,0.24965957491263405,0.5540353184910739,0.24965957491263405,0.5540353184910739
2021-03-20,8088,0.24285539005584106,0.5419285410132795,0.24285539005584106,0.5419285410132795
2021-03-21,6673,0.23964635877740936,0.5454461063126592,0.23964635877740936,0.5454461063126592
2021-03-22,5996,0.22390384097970595,0.5361268765710752,0.22390384097970595,0.5361268765710752
2021-03-23,5551,0.24615947085465126,0.5495570081808728,0.24615947085465126,0.5495570081808728
2021-03-24,6949,0.24418408383285073,0.540585365650621,0.24418408383285073,0.540585365650621
2021-03-25,7166,0.23189350816284057,0.5357650673251224,0.23189350816284057,0.5357650673251224
2021-03-26,6057,0.25160358294627266,0.5431514332430178,0.25160358294627266,0.5431514332430178
2021-03-27,6141,0.24962014164296742,0.5447372648242234,0.24962014164296742,0.5447372648242234
2021-03-28,6074,0.272028207659872,0.5548189074970135,0.272028207659872,0.5548189074970135
2021-03-29,5799,0.24822547110125306,0.5507484168514419,0.24822547110125306,0.5507484168514419
2021-03-31,5572,0.23591269277913113,0.5583302994499107,0.23591269277913113,0.5583302994499107
2021-04-01,14299,0.263664803921183,0.5709178913989368,0.263664803921183,0.5709178913989368
2021-04-02,7400,0.25693909944162074,0.5565405837637695,0.25693909944162074,0.5565405837637695
2021-04-03,6627,0.25866727305115994,0.5529652345760355,0.25866727305115994,0.5529652345760355
2021-04-04,6391,0.29693604542871954,0.5602983408449933,0.29693604542871954,0.5602983408449933
2021-04-05,6600,0.25402216731954996,0.5454913386235273,0.25402216731954996,0.5454913386235273
2021-04-06,9010,0.271469906550584,0.5579060068254713,0.271469906550584,0.5579060068254713
2021-04-07,8927,0.24860507310343985,0.5470884000765809,0.24860507310343985,0.5470884000765809
2021-04-08,6460,0.24514197026173842,0.5379866135676571,0.24514197026173842,0.5379866135676571
2021-04-09,6206,0.25073165738106307,0.5449800101853303,0.25073165738106307,0.5449800101853303
2021-04-10,7639,0.24762785719820724,0.549414234292077,0.24762785719820724,0.549414234292077
2021-04-11,18051,0.23892599872690676,0.5581147578124805,0.23892599872690676,0.5581147578124805
2021-04-12,7962,0.24066275623264513,0.545628578156992,0.24066275623264513,0.545628578156992
2021-04-13,121335,0.21792963287030603,0.5656301396533308,0.21792963287030603,0.5656301396533308
2021-04-14,110622,0.21745206723807325,0.5662991703565506,0.21745206723807325,0.5662991703565506
2021-04-15,52370,0.23188389625029257,0.5699820926822737,0.23188389625029257,0.5699820926822737
2021-04-16,176586,0.17122900616710862,0.5261784949511528,0.17122900616710862,0.5261784949511528
2021-04-17,63391,0.18594459477771605,0.46469298220584193,0.18594459477771605,0.46469298220584193
2021-04-18,50804,0.18948872871322014,0.4981578826739845,0.18948872871322014,0.4981578826739845
2021-04-19,67891,0.18500144119009548,0.4945435679256271,0.18500144119009548,0.4945435679256271
2021-04-20,76965,0.22312634679958998,0.5257283543806517,0.22312634679958998,0.5257283543806517
2021-04-21,40175,0.19004875703756272,0.4521359760110821,0.19004875703756272,0.4521359760110821
2021-04-22,35881,0.18953857410819747,0.474868390687724,0.18953857410819747,0.474868390687724
2021-04-23,35983,0.18715575135351412,0.4829488208177964,0.18715575135351412,0.4829488208177964
2021-04-24,31959,0.20476304965312378,0.44253841775844704,0.20476304965312378,0.44253841775844704
2021-04-25,22575,0.22549664938571987,0.4904758824847933,0.22549664938571987,0.4904758824847933
2021-04-26,20451,0.23791948456054887,0.5379619851894698,0.23791948456054887,0.5379619851894698
2021-04-27,21659,0.2664490304247225,0.5408147704277725,0.2664490304247225,0.5408147704277725
